10 1632.000000 -256.000000 36.125000 0.000000 270.000000 0.000000 0.000000 0.000000 1.000000 -1.798162 -56.648250 0.000000
10 1760.000000 -64.000000 -107.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 -9.498974 12.656462 0.000000
1 -2108.443359 -319.016082 31.625000 0.000000 272.000000 360.000000 0.000000 0.000000 1.000000 0.000000 272.000000 1.000000
1 -759.656188 287.911346 149.832962 0.000000 504.000000 395.000000 0.707106 0.000000 0.707106 1.000000 504.000000 0.000000
1 126.554664 -81.902259 176.329208 0.000000 182.000000 360.000000 0.707106 0.000000 0.707106 0.000000 182.000000 1.000000
9 1792.000000 448.000000 20.125000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 0.000000 495.000000 0.000000
9 1664.000000 320.000000 20.125000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 0.000000 495.000000 0.000000
15 1664.000000 448.000000 31.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1 -758.802673 -291.839385 148.979354 0.000000 368.000000 530.000000 0.707106 0.000000 0.707106 1.000000 368.000000 0.000000
14 1696.000000 200.000000 23.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
2 146.457824 -176.977447 -112.375000 0.000000 230.000000 360.000000 0.000000 0.000000 1.000000 0.000000 230.000000 1.000000
12 1616.000000 200.000000 29.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 90.000000 0.000000
1 -269.753143 -129.621704 -112.375000 0.000000 265.000000 360.000000 0.000000 0.000000 1.000000 0.000000 265.000000 1.000000
10 1760.000000 64.000000 -107.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 -9.498974 347.343536 0.000000
1 -214.119323 -823.994140 -224.375000 0.000000 379.000000 360.000000 0.000000 0.000000 1.000000 0.000000 379.000000 1.000000
1 -1744.552246 440.477722 31.625000 0.000000 409.000000 360.000000 0.000000 0.000000 1.000000 0.000000 409.000000 1.000000
