2 202.050628 -206.288650 -112.375000 0.000000 270.000000 360.000000 0.000000 0.000000 1.000000 0.000000 270.000000 1.000000
3 833.157958 -80.020126 -112.375000 0.000000 268.000000 360.000000 0.000000 0.000000 1.000000 0.000000 268.000000 1.000000
15 -265.740936 -213.036193 -112.375000 0.000000 283.000000 360.000000 0.000000 0.000000 1.000000 0.000000 283.000000 1.000000
12 -36.544898 113.192474 -114.375000 0.000000 361.000000 360.000000 0.000000 0.000000 1.000000 0.000000 361.000000 1.000000
3 826.179992 7.524065 -112.375000 0.000000 361.000000 360.000000 0.000000 0.000000 1.000000 0.000000 361.000000 1.000000
3 167.443588 200.291839 -112.375000 0.000000 369.000000 360.000000 0.000000 0.000000 1.000000 0.000000 369.000000 1.000000
9 -81.652343 194.549194 -123.375000 0.000000 259.000000 360.000000 0.000000 0.000000 1.000000 0.000000 259.000000 1.000000
1 441.936767 159.870056 164.239990 0.000000 362.000000 537.000000 0.707106 0.000000 0.707106 1.000000 362.000000 0.000000
3 821.197570 87.633354 -112.375000 0.000000 361.000000 360.000000 0.000000 0.000000 1.000000 0.000000 361.000000 1.000000
3 -4.044044 -42.202575 7.624999 0.000000 291.000000 360.000000 0.000000 0.000000 1.000000 0.000000 291.000000 1.000000
3 -887.417053 -5.322707 -112.375000 0.000000 185.000000 360.000000 0.000000 0.000000 1.000000 0.000000 185.000000 1.000000
3 -888.733581 -86.541282 -112.375000 0.000000 180.000000 360.000000 0.000000 0.000000 1.000000 0.000000 180.000000 1.000000
1 444.476409 -159.118545 162.407409 0.000000 358.000000 181.000000 0.707106 0.000000 0.707106 1.000000 358.000000 0.000000
9 13.509954 193.879394 -123.375000 0.000000 288.000000 360.000000 0.000000 0.000000 1.000000 0.000000 288.000000 1.000000
3 171.634307 124.589187 -112.375000 0.000000 331.000000 360.000000 0.000000 0.000000 1.000000 0.000000 331.000000 1.000000
3 -229.858947 109.752944 -112.375000 0.000000 203.000000 360.000000 0.000000 0.000000 1.000000 0.000000 203.000000 1.000000
3 -60.368312 -112.417243 -24.375000 0.000000 273.000000 360.000000 0.000000 0.000000 1.000000 0.000000 273.000000 1.000000
1 99.360847 -323.191680 155.692199 0.000000 278.000000 530.000000 0.000000 -0.707106 0.707106 0.000000 278.000000 0.000000
3 -227.145477 195.978836 -112.375000 0.000000 514.000000 360.000000 0.000000 0.000000 1.000000 0.000000 514.000000 1.000000
1 -165.403366 -320.117034 158.766860 0.000000 283.000000 526.000000 0.000000 -0.707106 0.707106 0.000000 283.000000 0.000000
3 -902.862304 88.324584 -112.375000 0.000000 452.000000 360.000000 0.000000 0.000000 1.000000 0.000000 452.000000 1.000000
1 -510.604034 164.518966 159.572753 0.000000 327.000000 392.000000 -0.707106 0.000000 0.707106 -1.000000 327.000000 0.000000
1 -508.569641 -160.579315 161.607116 0.000000 534.000000 185.000000 -0.707106 0.000000 0.707106 -1.000000 534.000000 0.000000
