0 934.000000 131.000000 205.000000 1 60 56 80 1200 0 10000 0
1 -37.000000 155.000000 175.000000 0 2 80 1200 1200 0 10000 0
2 99.000000 284.000000 175.000000 1 3 1200 1200 1200 0 10000 0
3 475.000000 280.000000 15.000000 2 4 11 1200 1200 0 10000 0
4 444.000000 -264.000000 15.000000 3 5 80 1200 1200 0 10000 0
5 57.000000 -264.000000 15.000000 4 6 69 1200 1200 0 10000 0
6 5.000000 33.000000 15.000000 5 1200 1200 1200 1200 0 10000 0
7 3.000000 265.000000 15.000000 8 9 1200 1200 1200 0 10000 0
8 -417.000000 257.000000 15.000000 7 1200 1200 1200 1200 0 10000 0
9 25.000000 642.000000 15.000000 7 10 1200 1200 1200 0 10000 0
10 988.000000 643.000000 15.000000 9 11 12 81 1200 0 10000 0
11 952.000000 257.000000 15.000000 10 3 81 1200 1200 0 10000 0
12 715.000000 643.000000 15.000000 10 13 14 63 1200 0 10000 0
13 713.000000 841.000000 15.000000 12 16 1200 1200 1200 0 10000 0
14 687.000000 464.000000 15.000000 12 15 1200 1200 1200 0 10000 0
15 151.000000 454.000000 -144.000000 14 16 17 19 1200 0 10000 0
16 170.000000 848.000000 -144.000000 15 13 1200 1200 1200 0 10000 0
17 182.000000 62.000000 -208.000000 15 18 20 1200 1200 0 10000 0
18 588.000000 50.000000 -208.000000 17 19 20 1200 1200 0 10000 0
19 513.000000 309.000000 -144.000000 18 15 1200 1200 1200 0 10000 0
20 387.000000 51.000000 -208.000000 18 17 21 1200 1200 0 10000 0
21 384.000000 -316.000000 -208.000000 20 22 23 24 1200 0 10000 0
22 706.000000 -234.000000 -208.000000 21 1200 1200 1200 1200 0 10000 0
23 67.000000 -248.000000 -208.000000 21 1200 1200 1200 1200 0 10000 0
24 374.000000 -594.000000 -208.000000 21 25 1200 1200 1200 0 10000 0
25 644.000000 -573.000000 -208.000000 24 26 1200 1200 1200 0 10000 0
26 614.000000 -716.000000 -208.000000 27 37 25 1200 1200 0 10000 0
27 1178.000000 -639.000000 -220.000000 26 28 1200 1200 1200 0 10000 0
28 2391.000000 -720.000000 -208.000000 27 29 1200 1200 1200 0 10000 0
29 2365.000000 -1354.000000 -208.000000 28 30 1200 1200 1200 0 10000 0
30 1988.000000 -1339.000000 -208.000000 29 31 41 42 1200 0 10000 0
31 1720.000000 -1341.000000 -208.000000 30 32 42 1200 1200 0 10000 0
32 1720.000000 -1621.000000 -208.000000 31 33 1200 1200 1200 0 10000 0
33 1146.000000 -1586.000000 -208.000000 32 34 38 1200 1200 0 10000 0
34 1131.000000 -1189.000000 -208.000000 33 35 1200 1200 1200 0 10000 0
35 353.000000 -1204.000000 -208.000000 34 36 74 1200 1200 0 10000 0
36 377.000000 -806.000000 -208.000000 35 37 1200 1200 1200 0 10000 0
37 646.000000 -842.000000 -208.000000 36 26 1200 1200 1200 0 10000 0
38 1167.000000 -2214.000000 -208.000000 33 39 41 1200 1200 0 10000 0
39 1972.000000 -2211.000000 -198.000000 40 38 41 1200 1200 0 10000 0
40 2141.000000 -2012.000000 -208.000000 39 41 1200 1200 1200 0 10000 0
41 1965.000000 -1894.000000 -208.000000 40 30 39 38 1200 0 10000 0
42 1475.000000 -1333.000000 -208.000000 31 43 30 1200 1200 0 10000 0
