0 29.000000 132.000000 248.000000 1 27 1200 1200 1200 0 10000 0
1 47.000000 -628.000000 248.000000 0 2 1200 1200 1200 0 10000 0
2 -1341.000000 -559.000000 248.000000 1 3 1200 1200 1200 0 10000 0
3 -1254.000000 -1618.000000 272.000000 4 2 1200 1200 1200 0 10000 0
4 -1549.000000 -1668.000000 272.000000 3 5 1200 1200 1200 0 10000 0
5 -1197.000000 -2090.000000 272.000000 4 6 1200 1200 1200 0 10000 0
6 -1400.000000 -3101.000000 272.000000 5 7 1200 1200 1200 0 10000 0
7 -935.000000 -3210.000000 272.000000 6 1200 1200 1200 1200 0 10000 0
8 -945.000000 -3459.000000 272.000000 9 10 1200 1200 1200 0 10000 0
9 -30.000000 -3473.000000 272.000000 8 28 37 1200 1200 0 10000 0
10 -922.000000 -3886.000000 272.000000 8 1200 1200 1200 1200 0 10000 0
11 804.000000 -3936.000000 -135.000000 12 1200 1200 1200 1200 0 10000 0
12 855.000000 -3137.000000 -135.000000 11 1200 1200 1200 1200 0 10000 0
13 1293.000000 -3303.000000 -135.000000 14 1200 1200 1200 1200 0 10000 0
14 1903.000000 -3316.000000 -135.000000 13 1200 1200 1200 1200 0 10000 0
15 1616.000000 -3911.000000 -135.000000 16 1200 1200 1200 1200 0 10000 0
16 2174.000000 -3936.000000 -135.000000 15 1200 1200 1200 1200 0 10000 0
17 2147.000000 -2459.000000 -39.000000 18 1200 1200 1200 1200 0 10000 0
18 1385.000000 -2512.000000 -39.000000 17 37 1200 1200 1200 0 10000 0
19 1394.000000 -2095.000000 -39.000000 20 1200 1200 1200 1200 0 10000 0
20 19.000000 -2102.000000 -39.000000 19 38 1200 1200 1200 0 10000 0
21 9.000000 -1038.000000 -39.000000 22 35 39 1200 1200 0 10000 0
22 864.000000 -1058.000000 -3.000000 21 23 1200 1200 1200 0 10000 0
23 875.000000 -494.000000 -3.000000 24 22 1200 1200 1200 0 10000 0
24 -80.000000 -457.000000 -63.000000 23 25 1200 1200 1200 0 10000 0
25 -96.000000 841.000000 -63.000000 26 24 1200 1200 1200 0 10000 0
26 -544.000000 849.000000 -63.000000 25 27 1200 1200 1200 0 10000 0
27 -560.000000 284.000000 144.000000 0 26 1200 1200 1200 0 10000 0
28 -4.000000 -2500.000000 304.000000 9 1200 1200 1200 1200 0 10000 0
29 -522.000000 -2481.000000 304.000000 30 1200 1200 1200 1200 0 10000 0
30 -570.000000 -1727.000000 315.000000 29 1200 1200 1200 1200 0 10000 0
31 -657.000000 -1300.000000 493.000000 32 1200 1200 1200 1200 0 10000 0
32 -655.000000 -1003.000000 516.000000 31 1200 1200 1200 1200 0 10000 0
33 -49.000000 -1018.000000 512.000000 34 1200 1200 1200 1200 0 10000 0
34 -74.000000 -1224.000000 437.000000 33 1200 1200 1200 1200 0 10000 0
35 116.000000 -978.000000 332.000000 21 1200 1200 1200 1200 0 10000 0
36 -500.000000 -2475.000000 -39.000000 37 1200 1200 1200 1200 0 10000 0
37 -73.000000 -2504.000000 -39.000000 36 9 18 1200 1200 0 10000 0
38 -210.000000 -2076.000000 -39.000000 20 39 1200 1200 1200 0 10000 0
39 -190.000000 -1038.000000 -39.000000 38 21 1200 1200 1200 0 10000 0
