0 1223.000000 -1604.000000 20.000000 1 16 22 26 27 0 10000 0
1 1233.000000 -824.000000 116.000000 0 2 1200 1200 1200 0 10000 0
2 1591.000000 -827.000000 116.000000 3 1 1200 1200 1200 0 10000 0
3 1614.000000 -200.000000 116.000000 2 4 1200 1200 1200 0 10000 0
4 670.000000 -188.000000 116.000000 5 3 1200 1200 1200 0 10000 0
5 663.000000 -636.000000 116.000000 4 6 1200 1200 1200 0 10000 0
6 14.000000 -649.000000 116.000000 7 5 1200 1200 1200 0 10000 0
7 25.000000 -1070.000000 116.000000 6 8 1200 1200 1200 0 10000 0
8 -898.000000 -1089.000000 116.000000 7 9 1200 1200 1200 0 10000 0
9 -871.000000 -446.000000 116.000000 8 10 1200 1200 1200 0 10000 0
10 -534.000000 -454.000000 116.000000 11 9 1200 1200 1200 0 10000 0
11 -508.000000 249.000000 20.000000 10 21 33 34 1200 0 10000 0
12 440.000000 317.000000 -107.000000 13 21 1200 1200 1200 0 10000 0
13 433.000000 836.000000 -107.000000 12 14 1200 1200 1200 0 10000 0
14 -190.000000 842.000000 20.000000 15 13 1200 1200 1200 0 10000 0
15 -308.000000 967.000000 20.000000 14 33 1200 1200 1200 0 10000 0
16 625.000000 -1571.000000 -107.000000 0 25 17 1200 1200 0 10000 2
17 589.000000 -1037.000000 -108.000000 18 32 20 16 1200 0 10000 0
18 939.000000 -1054.000000 -107.000000 17 19 1200 1200 1200 0 10000 0
19 993.000000 -597.000000 -107.000000 30 18 1200 1200 1200 0 10000 0
20 106.000000 -118.000000 -114.000000 17 28 21 29 31 0 10000 0
21 119.000000 333.000000 -107.000000 12 20 11 1200 1200 0 10000 2
22 1318.000000 -1843.000000 22.000000 0 23 27 1200 1200 0 10000 0
23 1003.000000 -2163.000000 20.000000 24 22 1200 1200 1200 0 10000 0
24 298.000000 -2122.000000 -107.000000 23 25 1200 1200 1200 0 10000 0
25 231.000000 -1633.000000 -107.000000 16 24 1200 1200 1200 0 10000 0
26 1477.000000 -1569.000000 22.000000 0 27 1200 1200 1200 0 10000 0
27 1104.000000 -1761.000000 22.000000 0 22 26 1200 1200 0 10000 0
28 560.000000 -856.000000 -106.000000 20 1200 1200 1200 1200 0 10000 0
29 687.000000 -388.000000 -121.000000 30 20 1200 1200 1200 0 10000 0
30 939.000000 -420.000000 -112.000000 29 19 1200 1200 1200 0 10000 0
31 -203.000000 -297.000000 -112.000000 20 32 1200 1200 1200 0 10000 0
32 -253.000000 -885.000000 -112.000000 31 17 1200 1200 1200 0 10000 0
33 -520.000000 907.000000 24.000000 11 15 34 1200 1200 0 10000 0
34 -525.000000 581.000000 24.000000 35 33 11 1200 1200 0 10000 0
35 -292.000000 563.000000 26.000000 34 1200 1200 1200 1200 0 10000 0
